pc11_state_id_shrug,pc11_district_id_shrug,district_name_shrug,LGD State Name,LGD District Code,LGD District Name,Census 2001 Code,Census 2011 Code
27,508,Gadchiroli,Maharashtra,475,Gadchiroli,12,508
27,507,Gondiya,Maharashtra,476,Gondia,11,507
27,512,Hingoli,Maharashtra,477,Hingoli,16,512
27,499,Jalgaon,Maharashtra,478,Jalgaon,3,499
27,514,Jalna,Maharashtra,479,Jalna,18,514
27,530,Kolhapur,Maharashtra,480,Kolhapur,34,530
27,524,Latur,Maharashtra,481,Latur,28,524
27,519,Mumbai,Maharashtra,482,Mumbai,23,519
27,518,Mumbai Suburban,Maharashtra,483,Mumbai Suburban,22,518
27,505,Nagpur,Maharashtra,484,Nagpur,9,505
27,511,Nanded,Maharashtra,485,Nanded,15,511
27,497,Nandurbar,Maharashtra,486,Nandurbar,1,497
27,516,Nashik,Maharashtra,487,Nashik,20,516
27,525,Osmanabad,Maharashtra,488,Dharashiv,29,525
27,513,Parbhani,Maharashtra,489,Parbhani,17,513
27,521,Pune,Maharashtra,490,Pune,25,521
27,520,Raigarh,Maharashtra,491,Raigad,24,520
27,528,Ratnagiri,Maharashtra,492,Ratnagiri,32,528
27,531,Sangli,Maharashtra,493,Sangli,35,531
27,527,Satara,Maharashtra,494,Satara,31,527
27,529,Sindhudurg,Maharashtra,495,Sindhudurg,33,529
27,526,Solapur,Maharashtra,496,Solapur,30,526
27,517,Thane,Maharashtra,497,Thane,21,517
27,504,Wardha,Maharashtra,498,Wardha,8,504
27,502,Washim,Maharashtra,499,Washim,6,502
27,510,Yavatmal,Maharashtra,500,Yavatmal,14,510
28,532,Adilabad,Telangana,501,Adilabad,1,532
28,553,Anantapur,Andhra Pradesh,502,Ananthapuramu,22,553
28,554,Chittoor,Andhra Pradesh,503,Chittoor,23,554
28,551,Y.S.R.,Andhra Pradesh,504,YSR,20,551
28,545,East Godavari,Andhra Pradesh,505,East Godavari,14,545
28,548,Guntur,Andhra Pradesh,506,Guntur,17,548
28,536,Hyderabad,Telangana,507,Hyderabad,5,536
28,534,Karimnagar,Telangana,508,Karimnagar,3,534
28,541,Khammam,Telangana,509,Khammam,10,541
28,547,Krishna,Andhra Pradesh,510,Krishna,16,547
28,552,Kurnool,Andhra Pradesh,511,Kurnool,21,552
28,538,Mahbubnagar,Telangana,512,Mahabubnagar,7,538
28,535,Medak,Telangana,513,Medak,4,535
28,539,Nalgonda,Telangana,514,Nalgonda,8,539
28,550,Sri Potti Sriramulu Nellore,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,19,550
28,533,Nizamabad,Telangana,516,Nizamabad,2,533
28,549,Prakasam,Andhra Pradesh,517,Prakasam,18,549
28,542,Srikakulam,Andhra Pradesh,519,Srikakulam,11,542
28,544,Visakhapatnam,Andhra Pradesh,520,Visakhapatnam,13,544
28,543,Vizianagaram,Andhra Pradesh,521,Vizianagaram,12,543
28,540,Warangal,Telangana,522,Warangal,9,540
28,546,West Godavari,Andhra Pradesh,523,West Godavari,15,546
29,556,Bagalkot,Karnataka,524,Bagalkote,2,556
29,572,Bangalore,Karnataka,525,Bengaluru Urban,20,572
29,555,Belgaum,Karnataka,527,Belagavi,1,555
29,565,Bellary,Karnataka,528,Ballari,12,565
29,558,Bidar,Karnataka,529,Bidar,5,558
29,557,Bijapur,Karnataka,530,Vijayapura,3,557
29,578,Chamarajanagar,Karnataka,531,Chamarajanagara,27,578
29,570,Chikmagalur,Karnataka,532,Chikkamagaluru,17,570
29,566,Chitradurga,Karnataka,533,Chitradurga,13,566
29,575,Dakshina Kannada,Karnataka,534,Dakshina Kannada,24,575
29,567,Davanagere,Karnataka,535,Davangere,14,567
29,562,Dharwad,Karnataka,536,Dharwad,9,562
29,561,Gadag,Karnataka,537,Gadag,8,561
29,579,Gulbarga,Karnataka,538,Kalaburagi,4,579
29,574,Hassan,Karnataka,539,Hassan,23,574
29,564,Haveri,Karnataka,540,Haveri,11,564
29,576,Kodagu,Karnataka,541,Kodagu,25,576
29,581,Kolar,Karnataka,542,Kolar,19,581
29,560,Koppal,Karnataka,543,Koppal,7,560
29,573,Mandya,Karnataka,544,Mandya,22,573
29,577,Mysore,Karnataka,545,Mysuru,26,577
29,559,Raichur,Karnataka,546,Raichur,6,559
29,568,Shimoga,Karnataka,547,Shivamogga,15,568
29,571,Tumkur,Karnataka,548,Tumakuru,18,571
29,569,Udupi,Karnataka,549,Udupi,16,569
29,563,Uttara Kannada,Karnataka,550,Uttara Kannada,10,563
30,585,North Goa,Goa,551,North Goa,1,585
30,586,South Goa,Goa,552,South Goa,2,586
31,587,Lakshadweep,Lakshadweep,553,Lakshadweep District,1,587
32,598,Alappuzha,Kerala,554,Alappuzha,11,598
32,595,Ernakulam,Kerala,555,Ernakulam,8,595
32,596,Idukki,Kerala,556,Idukki,9,596
32,589,Kannur,Kerala,557,Kannur,2,589
32,588,Kasaragod,Kerala,558,Kasaragod,1,588
32,600,Kollam,Kerala,559,Kollam,13,600
32,597,Kottayam,Kerala,560,Kottayam,10,597
32,591,Kozhikode,Kerala,561,Kozhikode,4,591
32,592,Malappuram,Kerala,562,Malappuram,5,592
32,593,Palakkad,Kerala,563,Palakkad,6,593
32,599,Pathanamthitta,Kerala,564,Pathanamthitta,12,599
32,601,Thiruvananthapuram,Kerala,565,Thiruvananthapuram,14,601
32,594,Thrissur,Kerala,566,Thrissur,7,594
32,590,Wayanad,Kerala,567,Wayanad,3,590
33,603,Chennai,Tamil Nadu,568,Chennai,2,603
33,632,Coimbatore,Tamil Nadu,569,Coimbatore,12,632
33,617,Cuddalore,Tamil Nadu,570,Cuddalore,18,617
33,630,Dharmapuri,Tamil Nadu,571,Dharmapuri,5,630
33,612,Dindigul,Tamil Nadu,572,Dindigul,13,612
33,610,Erode,Tamil Nadu,573,Erode,10,610
33,604,Kancheepuram,Tamil Nadu,574,Kancheepuram,3,604
33,629,Kanniyakumari,Tamil Nadu,575,Kanniyakumari,30,629
33,613,Karur,Tamil Nadu,576,Karur,14,613
33,631,Krishnagiri,Tamil Nadu,577,Krishnagiri,5,631
33,623,Madurai,Tamil Nadu,578,Madurai,24,623
33,618,Nagapattinam,Tamil Nadu,579,Nagapattinam,19,618
33,609,Namakkal,Tamil Nadu,580,Namakkal,9,609
33,615,Perambalur,Tamil Nadu,581,Perambalur,16,615
33,621,Pudukkottai,Tamil Nadu,582,Pudukkottai,22,621
33,626,Ramanathapuram,Tamil Nadu,583,Ramanathapuram,27,626
33,608,Salem,Tamil Nadu,584,Salem,8,608
33,622,Sivaganga,Tamil Nadu,585,Sivaganga,23,622
33,620,Thanjavur,Tamil Nadu,586,Thanjavur,21,620
33,611,The Nilgiris,Tamil Nadu,587,The Nilgiris,11,611
33,624,Theni,Tamil Nadu,588,Theni,25,624
33,602,Thiruvallur,Tamil Nadu,589,Thiruvallur,1,602
33,619,Thiruvarur,Tamil Nadu,590,Thiruvarur,20,619
33,614,Tiruchirappalli,Tamil Nadu,591,Tiruchirappalli,15,614
33,628,Tirunelveli,Tamil Nadu,592,Tirunelveli,29,628
33,606,Tiruvannamalai,Tamil Nadu,593,Tiruvannamalai,6,606
33,627,Thoothukkudi,Tamil Nadu,594,Thoothukkudi,28,627
33,605,Vellore,Tamil Nadu,595,Vellore,4,605
33,607,Viluppuram,Tamil Nadu,596,Viluppuram,7,607
33,625,Virudhunagar,Tamil Nadu,597,Virudhunagar,26,625
34,635,Puducherry,Puducherry,600,Pondicherry,2,635
35,640,South Andaman,Andaman And Nicobar Islands,602,South Andamans,1,640
35,638,Nicobars,Andaman And Nicobar Islands,603,Nicobars,2,638
6,87,Mewat,Haryana,604,Nuh,18,87
3,54,Barnala,Punjab,605,Barnala,16,54
20,365,Khunti,Jharkhand,606,Khunti,14,365
20,361,Ramgarh,Jharkhand,607,Ramgarh,4,361
3,52,Sahibzada Ajit Singh Nagar,Punjab,608,SAS Nagar,multiple,52
3,50,Tarn Taran,Punjab,609,Tarn Taran,multiple,50
33,616,Ariyalur,Tamil Nadu,610,Ariyalur,17,616
10,240,Arwal,Bihar,611,Arwal,33,240
18,320,Chirang,Assam,612,Chirang,4,320
13,271,Peren,Nagaland,613,Peren,7,271
13,269,Kiphire,Nagaland,614,Kiphire,2,269
13,268,Longleng,Nagaland,615,Longleng,2,268
18,324,Baksa,Assam,616,Baksa,multiple,324
18,326,Udalguri,Assam,617,Udalguri,8,326
18,322,Kamrup Metropolitan,Assam,618,Kamrup Metro,6,322
6,89,Palwal,Haryana,619,Palwal,19,89
1,18,Kishtwar,Jammu And Kashmir,620,Kishtwar,9,18
1,17,Ramban,Jammu And Kashmir,621,Ramban,9,17
1,15,Kulgam,Jammu And Kashmir,622,Kulgam,6,15
1,9,Bandipore,Jammu And Kashmir,623,Bandipora,2,9
1,22,Samba,Jammu And Kashmir,624,Samba,multiple,22
1,13,Shupiyan,Jammu And Kashmir,625,Shopian,5,13
1,11,Ganderbal,Jammu And Kashmir,626,Ganderbal,3,11
1,20,Reasi,Jammu And Kashmir,627,Reasi,10,20
12,260,Anjaw,Arunachal Pradesh,628,Anjaw,11,260
8,131,Pratapgarh,Rajasthan,629,Pratapgarh,multiple,131
29,582,Chikkaballapura,Karnataka,630,Chikkaballapura,19,582
29,584,Ramanagara,Karnataka,631,Ramanagara,21,584
35,639,North & Middle Andaman,Andaman And Nicobar Islands,632,North And Middle Andaman,1,639
9,202,Kanshiram Nagar,Uttar Pradesh,633,Kasganj,71,202
33,633,Tiruppur,Tamil Nadu,634,Tiruppur,multiple,633
29,580,Yadgir,Karnataka,635,Yadgir,4,580
22,417,Bijapur,Chhattisgarh,636,Bijapur,16,417
22,415,Narayanpur,Chhattisgarh,637,Narayanpur,15,415
23,463,Singrauli,Madhya Pradesh,638,Singrauli,17,463
23,465,Alirajpur,Madhya Pradesh,639,Alirajpur,24,465
24,493,Tapi,Gujarat,641,Tapi,22,493
28,537,Rangareddy,Telangana,698,Vikarabad,6,537
